0.00.005.519 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.006.422 W srv  llama_server: -----------------
0.00.006.425 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.006.425 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.006.426 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.006.426 W srv  llama_server: -----------------
0.00.007.705 I srv    load_model: loading model '/home/sandalots/excalibur/artifacts/excalibur-medic-1b-Q4_K_M.gguf'
0.06.131.190 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 2048, kv_unified = 'true'
0.06.146.110 I srv  llama_server: model loaded
0.06.146.118 I srv  llama_server: listening on http://127.0.0.1:8080
3.12.600.621 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
4.28.552.351 I slot print_timing: id  2 | task 502 |        eval time =    3828.00 ms /    42 tokens (   91.14 ms per token,    10.97 tokens per second)
4.28.552.352 I slot print_timing: id  2 | task 502 |       total time =    6301.71 ms /   231 tokens
4.28.552.354 I slot print_timing: id  2 | task 502 |    graphs reused =        524
4.28.552.816 I slot      release: id  2 | task 502 | stop processing: n_tokens = 230, truncated = 0
4.32.056.219 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.322 (> 0.100 thold), f_keep = 0.239
4.32.058.017 I slot launch_slot_: id  2 | task 546 | processing task, is_child = 0
4.38.353.559 I slot print_timing: id  2 | task 546 | prompt eval time =    1570.44 ms /   116 tokens (   13.54 ms per token,    73.86 tokens per second)
4.38.353.568 I slot print_timing: id  2 | task 546 |        eval time =    4725.06 ms /    53 tokens (   89.15 ms per token,    11.22 tokens per second)
4.38.353.569 I slot print_timing: id  2 | task 546 |       total time =    6295.50 ms /   169 tokens
4.38.353.571 I slot print_timing: id  2 | task 546 |    graphs reused =        575
4.38.353.809 I slot      release: id  2 | task 546 | stop processing: n_tokens = 223, truncated = 0
4.49.156.631 I slot get_availabl: id  2 | task -1 | selected slot by LCP similarity, sim_best = 0.310 (> 0.100 thold), f_keep = 0.256
4.49.160.090 I slot launch_slot_: id  2 | task 600 | processing task, is_child = 0
4.55.291.320 I slot print_timing: id  2 | task 600 | prompt eval time =    1759.77 ms /   127 tokens (   13.86 ms per token,    72.17 tokens per second)
4.55.291.329 I slot print_timing: id  2 | task 600 |        eval time =    4371.41 ms /    49 tokens (   89.21 ms per token,    11.21 tokens per second)
4.55.291.330 I slot print_timing: id  2 | task 600 |       total time =    6131.18 ms /   176 tokens
4.55.291.332 I slot print_timing: id  2 | task 600 |    graphs reused =        622
4.55.291.732 I slot      release: id  2 | task 600 | stop processing: n_tokens = 232, truncated = 0
5.02.452.781 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
5.02.458.218 I slot launch_slot_: id  1 | task 650 | processing task, is_child = 0
5.06.035.774 I slot print_timing: id  1 | task 650 | prompt processing, n_tokens =    256, progress = 0.67, t =   3.58 s / 71.59 tokens per second
5.08.009.693 I slot print_timing: id  1 | task 650 | prompt processing, n_tokens =    384, progress = 0.89, t =   5.55 s / 69.19 tokens per second
5.17.180.108 I slot print_timing: id  1 | task 650 | n_decoded =    100, tg =  12.27 t/s, tg_3s =  12.27 t/s
5.17.850.802 I slot print_timing: id  1 | task 650 | prompt eval time =    6571.16 ms /   443 tokens (   14.83 ms per token,    67.42 tokens per second)
5.17.850.807 I slot print_timing: id  1 | task 650 |        eval time =    8819.64 ms /   108 tokens (   81.66 ms per token,    12.25 tokens per second)
5.17.850.808 I slot print_timing: id  1 | task 650 |       total time =   15390.80 ms /   551 tokens
5.17.850.809 I slot print_timing: id  1 | task 650 |    graphs reused =        730
5.17.851.109 I slot      release: id  1 | task 650 | stop processing: n_tokens = 666, truncated = 0
5.21.538.378 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.203 (> 0.100 thold), f_keep = 0.176
5.21.550.222 I slot launch_slot_: id  1 | task 762 | processing task, is_child = 0
5.25.167.678 I slot print_timing: id  1 | task 762 | prompt processing, n_tokens =    256, progress = 0.65, t =   3.62 s / 70.77 tokens per second
5.27.148.338 I slot print_timing: id  1 | task 762 | prompt processing, n_tokens =    384, progress = 0.87, t =   5.60 s / 68.60 tokens per second
5.36.542.750 I slot print_timing: id  1 | task 762 | n_decoded =    100, tg =  12.28 t/s, tg_3s =  12.28 t/s
5.37.956.012 I slot print_timing: id  1 | task 762 | prompt eval time =    6851.29 ms /   458 tokens (   14.96 ms per token,    66.85 tokens per second)
5.37.956.017 I slot print_timing: id  1 | task 762 |        eval time =    9554.44 ms /   117 tokens (   81.66 ms per token,    12.25 tokens per second)
5.37.956.018 I slot print_timing: id  1 | task 762 |       total time =   16405.73 ms /   575 tokens
5.37.956.020 I slot print_timing: id  1 | task 762 |    graphs reused =        847
5.37.956.396 I slot      release: id  1 | task 762 | stop processing: n_tokens = 691, truncated = 0
5.41.555.056 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.183 (> 0.100 thold), f_keep = 0.169
5.41.570.126 I slot launch_slot_: id  1 | task 883 | processing task, is_child = 0
5.45.156.345 I slot print_timing: id  1 | task 883 | prompt processing, n_tokens =    256, progress = 0.59, t =   3.59 s / 71.39 tokens per second
5.47.159.436 I slot print_timing: id  1 | task 883 | prompt processing, n_tokens =    384, progress = 0.79, t =   5.59 s / 68.70 tokens per second
5.49.286.583 I slot print_timing: id  1 | task 883 | prompt processing, n_tokens =    512, progress = 0.99, t =   7.72 s / 66.35 tokens per second
5.57.764.427 I slot print_timing: id  1 | task 883 | n_decoded =    100, tg =  12.09 t/s, tg_3s =  12.09 t/s
6.00.820.150 I slot print_timing: id  1 | task 883 | n_decoded =    136, tg =  12.01 t/s, tg_3s =  11.78 t/s
6.03.042.353 I slot print_timing: id  1 | task 883 | prompt eval time =    7925.82 ms /   521 tokens (   15.21 ms per token,    65.73 tokens per second)
6.03.042.357 I slot print_timing: id  1 | task 883 |        eval time =   13546.33 ms /   162 tokens (   83.62 ms per token,    11.96 tokens per second)
6.03.042.358 I slot print_timing: id  1 | task 883 |       total time =   21472.15 ms /   683 tokens
6.03.042.360 I slot print_timing: id  1 | task 883 |    graphs reused =       1007
6.03.042.880 I slot      release: id  1 | task 883 | stop processing: n_tokens = 801, truncated = 0
6.10.060.704 I slot get_availabl: id  1 | task -1 | selected slot by LCP similarity, sim_best = 0.580 (> 0.100 thold), f_keep = 0.145
6.10.069.018 I slot launch_slot_: id  1 | task 1050 | processing task, is_child = 0
6.18.654.920 I slot print_timing: id  1 | task 1050 | n_decoded =    100, tg =  13.42 t/s, tg_3s =  13.42 t/s
6.21.255.627 I slot print_timing: id  1 | task 1050 | prompt eval time =    1134.57 ms /    84 tokens (   13.51 ms per token,    74.04 tokens per second)
6.21.255.632 I slot print_timing: id  1 | task 1050 |        eval time =   10051.97 ms /   134 tokens (   75.01 ms per token,    13.33 tokens per second)
6.21.255.633 I slot print_timing: id  1 | task 1050 |       total time =   11186.54 ms /   218 tokens
6.21.255.635 I slot print_timing: id  1 | task 1050 |    graphs reused =       1138
6.21.255.755 I slot      release: id  1 | task 1050 | stop processing: n_tokens = 333, truncated = 0
6.28.159.590 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
6.28.161.291 I slot launch_slot_: id  0 | task 1185 | processing task, is_child = 0
6.33.055.598 I slot print_timing: id  0 | task 1185 | prompt eval time =    1537.80 ms /   114 tokens (   13.49 ms per token,    74.13 tokens per second)
6.33.055.607 I slot print_timing: id  0 | task 1185 |        eval time =    3353.35 ms /    37 tokens (   90.63 ms per token,    11.03 tokens per second)
6.33.055.608 I slot print_timing: id  0 | task 1185 |       total time =    4891.15 ms /   151 tokens
6.33.055.610 I slot print_timing: id  0 | task 1185 |    graphs reused =       1173
6.33.055.919 I slot      release: id  0 | task 1185 | stop processing: n_tokens = 207, truncated = 0
6.40.087.191 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 30213678042
6.40.093.918 I slot launch_slot_: id  3 | task 1223 | processing task, is_child = 0
6.43.686.170 I slot print_timing: id  3 | task 1223 | prompt processing, n_tokens =    256, progress = 0.64, t =   3.59 s / 71.32 tokens per second
6.45.668.815 I slot print_timing: id  3 | task 1223 | prompt processing, n_tokens =    384, progress = 0.87, t =   5.57 s / 68.92 tokens per second
6.55.155.356 I slot print_timing: id  3 | task 1223 | n_decoded =    100, tg =  12.22 t/s, tg_3s =  12.22 t/s
6.56.074.408 I slot print_timing: id  3 | task 1223 | prompt eval time =    6878.44 ms /   461 tokens (   14.92 ms per token,    67.02 tokens per second)
6.56.074.413 I slot print_timing: id  3 | task 1223 |        eval time =    9099.06 ms /   111 tokens (   81.97 ms per token,    12.20 tokens per second)
6.56.074.414 I slot print_timing: id  3 | task 1223 |       total time =   15977.50 ms /   572 tokens
6.56.074.416 I slot print_timing: id  3 | task 1223 |    graphs reused =       1284
6.56.074.832 I slot      release: id  3 | task 1223 | stop processing: n_tokens = 687, truncated = 0
6.59.557.755 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.173 (> 0.100 thold), f_keep = 0.170
6.59.568.436 I slot launch_slot_: id  3 | task 1338 | processing task, is_child = 0
7.03.269.780 I slot print_timing: id  3 | task 1338 | prompt processing, n_tokens =    256, progress = 0.55, t =   3.70 s / 69.16 tokens per second
7.05.254.226 I slot print_timing: id  3 | task 1338 | prompt processing, n_tokens =    384, progress = 0.74, t =   5.69 s / 67.54 tokens per second
7.07.376.383 I slot print_timing: id  3 | task 1338 | prompt processing, n_tokens =    512, progress = 0.93, t =   7.81 s / 65.57 tokens per second
7.16.576.617 I slot print_timing: id  3 | task 1338 | n_decoded =    100, tg =  11.99 t/s, tg_3s =  11.99 t/s
7.19.660.463 I slot print_timing: id  3 | task 1338 | prompt eval time =    8669.67 ms /   560 tokens (   15.48 ms per token,    64.59 tokens per second)
7.19.660.468 I slot print_timing: id  3 | task 1338 |        eval time =   11422.29 ms /   136 tokens (   83.99 ms per token,    11.91 tokens per second)
7.19.660.469 I slot print_timing: id  3 | task 1338 |       total time =   20091.96 ms /   696 tokens
7.19.660.471 I slot print_timing: id  3 | task 1338 |    graphs reused =       1419
7.19.661.227 I slot      release: id  3 | task 1338 | stop processing: n_tokens = 812, truncated = 0
7.22.828.590 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.532 (> 0.100 thold), f_keep = 0.031
7.22.835.241 I slot launch_slot_: id  3 | task 1479 | processing task, is_child = 0
7.30.205.023 I slot print_timing: id  3 | task 1479 | n_decoded =    100, tg =  14.21 t/s, tg_3s =  14.21 t/s
7.33.239.228 I slot print_timing: id  3 | task 1479 | n_decoded =    142, tg =  14.10 t/s, tg_3s =  13.84 t/s
7.36.247.063 I slot print_timing: id  3 | task 1479 | n_decoded =    183, tg =  13.99 t/s, tg_3s =  13.63 t/s
7.37.498.660 I slot print_timing: id  3 | task 1479 | prompt eval time =     333.83 ms /    22 tokens (   15.17 ms per token,    65.90 tokens per second)
7.37.498.669 I slot print_timing: id  3 | task 1479 |        eval time =   14329.55 ms /   200 tokens (   71.65 ms per token,    13.96 tokens per second)
7.37.498.670 I slot print_timing: id  3 | task 1479 |       total time =   14663.37 ms /   222 tokens
7.37.498.672 I slot print_timing: id  3 | task 1479 |    graphs reused =       1617
7.37.498.702 I slot      release: id  3 | task 1479 | stop processing: n_tokens = 246, truncated = 0
7.37.528.584 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
7.37.530.756 I slot launch_slot_: id  3 | task 1680 | processing task, is_child = 0
7.37.530.781 W slot   operator(): id  3 | task 1680 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
7.37.530.782 W slot   operator(): id  3 | task 1680 | n_past was set to 46
7.44.611.863 I slot print_timing: id  3 | task 1680 | n_decoded =    100, tg =  14.26 t/s, tg_3s =  14.26 t/s
7.47.657.541 I slot print_timing: id  3 | task 1680 | n_decoded =    142, tg =  14.12 t/s, tg_3s =  13.79 t/s
7.50.716.986 I slot print_timing: id  3 | task 1680 | n_decoded =    184, tg =  14.03 t/s, tg_3s =  13.73 t/s
7.51.889.626 I slot print_timing: id  3 | task 1680 | prompt eval time =      70.69 ms /     1 tokens (   70.69 ms per token,    14.15 tokens per second)
7.51.889.635 I slot print_timing: id  3 | task 1680 |        eval time =   14288.14 ms /   200 tokens (   71.44 ms per token,    14.00 tokens per second)
7.51.889.637 I slot print_timing: id  3 | task 1680 |       total time =   14358.83 ms /   201 tokens
7.51.889.638 I slot print_timing: id  3 | task 1680 |    graphs reused =       1817
7.51.889.670 I slot      release: id  3 | task 1680 | stop processing: n_tokens = 246, truncated = 0
7.51.910.720 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
7.51.910.817 I slot launch_slot_: id  3 | task 1881 | processing task, is_child = 0
7.51.910.836 W slot   operator(): id  3 | task 1881 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
7.51.910.838 W slot   operator(): id  3 | task 1881 | n_past was set to 46
7.58.982.467 I slot print_timing: id  3 | task 1881 | n_decoded =    100, tg =  14.28 t/s, tg_3s =  14.28 t/s
8.02.011.705 I slot print_timing: id  3 | task 1881 | n_decoded =    142, tg =  14.16 t/s, tg_3s =  13.86 t/s
8.05.072.118 I slot print_timing: id  3 | task 1881 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.72 t/s
8.06.244.601 I slot print_timing: id  3 | task 1881 | prompt eval time =      69.62 ms /     1 tokens (   69.62 ms per token,    14.36 tokens per second)
8.06.244.610 I slot print_timing: id  3 | task 1881 |        eval time =   14264.12 ms /   200 tokens (   71.32 ms per token,    14.02 tokens per second)
8.06.244.612 I slot print_timing: id  3 | task 1881 |       total time =   14333.74 ms /   201 tokens
8.06.244.613 I slot print_timing: id  3 | task 1881 |    graphs reused =       2017
8.06.244.644 I slot      release: id  3 | task 1881 | stop processing: n_tokens = 246, truncated = 0
8.06.265.909 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
8.06.266.010 I slot launch_slot_: id  3 | task 2082 | processing task, is_child = 0
8.06.266.029 W slot   operator(): id  3 | task 2082 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
8.06.266.031 W slot   operator(): id  3 | task 2082 | n_past was set to 46
8.13.346.825 I slot print_timing: id  3 | task 2082 | n_decoded =    100, tg =  14.26 t/s, tg_3s =  14.26 t/s
8.16.378.525 I slot print_timing: id  3 | task 2082 | n_decoded =    142, tg =  14.14 t/s, tg_3s =  13.85 t/s
8.19.439.410 I slot print_timing: id  3 | task 2082 | n_decoded =    184, tg =  14.04 t/s, tg_3s =  13.72 t/s
8.20.612.972 I slot print_timing: id  3 | task 2082 | prompt eval time =      69.94 ms /     1 tokens (   69.94 ms per token,    14.30 tokens per second)
8.20.612.982 I slot print_timing: id  3 | task 2082 |        eval time =   14276.99 ms /   200 tokens (   71.38 ms per token,    14.01 tokens per second)
8.20.612.983 I slot print_timing: id  3 | task 2082 |       total time =   14346.92 ms /   201 tokens
8.20.612.985 I slot print_timing: id  3 | task 2082 |    graphs reused =       2217
8.20.613.017 I slot      release: id  3 | task 2082 | stop processing: n_tokens = 246, truncated = 0
8.20.634.205 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
8.20.634.309 I slot launch_slot_: id  3 | task 2283 | processing task, is_child = 0
8.20.634.329 W slot   operator(): id  3 | task 2283 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
8.20.634.331 W slot   operator(): id  3 | task 2283 | n_past was set to 46
8.27.708.913 I slot print_timing: id  3 | task 2283 | n_decoded =    100, tg =  14.28 t/s, tg_3s =  14.28 t/s
8.30.736.350 I slot print_timing: id  3 | task 2283 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.87 t/s
8.33.789.784 I slot print_timing: id  3 | task 2283 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.76 t/s
8.34.965.915 I slot print_timing: id  3 | task 2283 | prompt eval time =      69.78 ms /     1 tokens (   69.78 ms per token,    14.33 tokens per second)
8.34.965.924 I slot print_timing: id  3 | task 2283 |        eval time =   14261.79 ms /   200 tokens (   71.31 ms per token,    14.02 tokens per second)
8.34.965.925 I slot print_timing: id  3 | task 2283 |       total time =   14331.57 ms /   201 tokens
8.34.965.926 I slot print_timing: id  3 | task 2283 |    graphs reused =       2417
8.34.965.958 I slot      release: id  3 | task 2283 | stop processing: n_tokens = 246, truncated = 0
8.34.986.945 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
8.34.987.039 I slot launch_slot_: id  3 | task 2484 | processing task, is_child = 0
8.34.987.058 W slot   operator(): id  3 | task 2484 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
8.34.987.060 W slot   operator(): id  3 | task 2484 | n_past was set to 46
8.42.058.146 I slot print_timing: id  3 | task 2484 | n_decoded =    100, tg =  14.28 t/s, tg_3s =  14.28 t/s
8.45.086.761 I slot print_timing: id  3 | task 2484 | n_decoded =    142, tg =  14.16 t/s, tg_3s =  13.87 t/s
8.48.145.130 I slot print_timing: id  3 | task 2484 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.73 t/s
8.49.317.852 I slot print_timing: id  3 | task 2484 | prompt eval time =      69.88 ms /     1 tokens (   69.88 ms per token,    14.31 tokens per second)
8.49.317.861 I slot print_timing: id  3 | task 2484 |        eval time =   14260.90 ms /   200 tokens (   71.30 ms per token,    14.02 tokens per second)
8.49.317.862 I slot print_timing: id  3 | task 2484 |       total time =   14330.78 ms /   201 tokens
8.49.317.864 I slot print_timing: id  3 | task 2484 |    graphs reused =       2617
8.49.317.895 I slot      release: id  3 | task 2484 | stop processing: n_tokens = 246, truncated = 0
8.49.338.977 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
8.49.339.083 I slot launch_slot_: id  3 | task 2685 | processing task, is_child = 0
8.49.339.103 W slot   operator(): id  3 | task 2685 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
8.49.339.104 W slot   operator(): id  3 | task 2685 | n_past was set to 46
8.56.411.864 I slot print_timing: id  3 | task 2685 | n_decoded =    100, tg =  14.28 t/s, tg_3s =  14.28 t/s
8.59.437.629 I slot print_timing: id  3 | task 2685 | n_decoded =    142, tg =  14.16 t/s, tg_3s =  13.88 t/s
9.02.499.299 I slot print_timing: id  3 | task 2685 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.72 t/s
9.03.673.106 I slot print_timing: id  3 | task 2685 | prompt eval time =      70.09 ms /     1 tokens (   70.09 ms per token,    14.27 tokens per second)
9.03.673.116 I slot print_timing: id  3 | task 2685 |        eval time =   14263.90 ms /   200 tokens (   71.32 ms per token,    14.02 tokens per second)
9.03.673.117 I slot print_timing: id  3 | task 2685 |       total time =   14333.99 ms /   201 tokens
9.03.673.118 I slot print_timing: id  3 | task 2685 |    graphs reused =       2817
9.03.673.150 I slot      release: id  3 | task 2685 | stop processing: n_tokens = 246, truncated = 0
9.03.694.046 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
9.03.694.149 I slot launch_slot_: id  3 | task 2886 | processing task, is_child = 0
9.03.694.168 W slot   operator(): id  3 | task 2886 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
9.03.694.169 W slot   operator(): id  3 | task 2886 | n_past was set to 46
9.10.773.167 I slot print_timing: id  3 | task 2886 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
9.13.793.809 I slot print_timing: id  3 | task 2886 | n_decoded =    142, tg =  14.16 t/s, tg_3s =  13.90 t/s
9.16.855.196 I slot print_timing: id  3 | task 2886 | n_decoded =    184, tg =  14.06 t/s, tg_3s =  13.72 t/s
9.18.029.175 I slot print_timing: id  3 | task 2886 | prompt eval time =      69.92 ms /     1 tokens (   69.92 ms per token,    14.30 tokens per second)
9.18.029.185 I slot print_timing: id  3 | task 2886 |        eval time =   14265.07 ms /   200 tokens (   71.33 ms per token,    14.02 tokens per second)
9.18.029.186 I slot print_timing: id  3 | task 2886 |       total time =   14334.99 ms /   201 tokens
9.18.029.188 I slot print_timing: id  3 | task 2886 |    graphs reused =       3017
9.18.029.219 I slot      release: id  3 | task 2886 | stop processing: n_tokens = 246, truncated = 0
9.18.050.194 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
9.18.050.287 I slot launch_slot_: id  3 | task 3087 | processing task, is_child = 0
9.18.050.306 W slot   operator(): id  3 | task 3087 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
9.18.050.308 W slot   operator(): id  3 | task 3087 | n_past was set to 46
9.25.129.143 I slot print_timing: id  3 | task 3087 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
9.28.159.365 I slot print_timing: id  3 | task 3087 | n_decoded =    142, tg =  14.15 t/s, tg_3s =  13.86 t/s
9.31.218.952 I slot print_timing: id  3 | task 3087 | n_decoded =    184, tg =  14.05 t/s, tg_3s =  13.73 t/s
9.32.389.766 I slot print_timing: id  3 | task 3087 | prompt eval time =      71.78 ms /     1 tokens (   71.78 ms per token,    13.93 tokens per second)
9.32.389.776 I slot print_timing: id  3 | task 3087 |        eval time =   14267.66 ms /   200 tokens (   71.34 ms per token,    14.02 tokens per second)
9.32.389.777 I slot print_timing: id  3 | task 3087 |       total time =   14339.44 ms /   201 tokens
9.32.389.778 I slot print_timing: id  3 | task 3087 |    graphs reused =       3217
9.32.389.811 I slot      release: id  3 | task 3087 | stop processing: n_tokens = 246, truncated = 0
9.32.410.842 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 1.000 (> 0.100 thold), f_keep = 0.191
9.32.410.944 I slot launch_slot_: id  3 | task 3288 | processing task, is_child = 0
9.32.410.964 W slot   operator(): id  3 | task 3288 | need to evaluate at least 1 token for each active slot (n_past = 47, task.n_tokens() = 47)
9.32.410.965 W slot   operator(): id  3 | task 3288 | n_past was set to 46
9.39.488.268 I slot print_timing: id  3 | task 3288 | n_decoded =    100, tg =  14.27 t/s, tg_3s =  14.27 t/s
